phase,sample_index,repetition,latency_us,lane_00_raw,lane_01_raw,lane_02_raw,lane_03_raw,lane_04_raw,lane_05_raw,lane_06_raw,lane_07_raw,lane_08_raw,lane_09_raw,lane_10_raw,lane_11_raw,lane_12_raw,lane_13_raw,lane_14_raw,lane_15_raw,lane_16_raw,lane_17_raw,lane_18_raw,lane_19_raw,lane_20_raw,lane_21_raw,lane_22_raw,lane_23_raw,lane_24_raw,lane_25_raw,lane_26_raw,lane_27_raw,lane_28_raw,lane_29_raw,lane_30_raw,lane_31_raw,lane_32_raw,lane_33_raw,lane_34_raw,lane_35_raw,lane_36_raw,lane_37_raw,lane_38_raw,lane_39_raw,lane_40_raw,lane_41_raw,lane_42_raw,lane_43_raw,lane_44_raw,lane_45_raw,lane_46_raw,lane_47_raw,lane_48_raw,lane_49_raw,lane_50_raw,lane_51_raw,lane_52_raw,lane_53_raw,lane_54_raw,lane_55_raw,lane_56_raw,lane_57_raw,lane_58_raw,lane_59_raw,lane_60_raw,lane_61_raw,lane_62_raw,lane_63_raw
sample,23,1,3194.912,21042,71,2048,1,2047,2047,0,0,0,14667,49655,0,1024,8194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194
sample,23,2,3279.051,21042,72,2048,1,2047,2047,0,0,0,14667,49655,0,1024,8194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194
sample,23,3,3216.382,21042,73,2048,1,2047,2047,0,0,0,14667,49655,0,1024,8194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194,8194
sample,24,1,3253.753,21042,74,2048,1,2047,2047,0,0,0,36474,21957,0,1024,10908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908
sample,24,2,3225.018,21042,75,2048,1,2047,2047,0,0,0,36474,21957,0,1024,10908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908
sample,24,3,3233.173,21042,76,2048,1,2047,2047,0,0,0,36474,21957,0,1024,10908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908,10908
sample,25,1,3198.047,21042,77,2048,1,2047,2047,0,0,0,52337,7218,0,1024,13218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218
sample,25,2,3234.466,21042,78,2048,1,2047,2047,0,0,0,52337,7218,0,1024,13218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218
sample,25,3,3193.288,21042,79,2048,1,2047,2047,0,0,0,52337,7218,0,1024,13218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218,13218
sample,26,1,3193.618,21042,80,2048,1,2047,2047,0,0,0,28868,52880,0,1024,13093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093
sample,26,2,3251.769,21042,81,2048,1,2047,2047,0,0,0,28868,52880,0,1024,13093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093
sample,26,3,3196.134,21042,82,2048,1,2047,2047,0,0,0,28868,52880,0,1024,13093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093,13093
sample,27,1,3236.63,21042,83,2048,1,2047,2047,0,0,0,60156,29362,0,1024,9160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160
sample,27,2,3199.941,21042,84,2048,1,2047,2047,0,0,0,60156,29362,0,1024,9160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160
sample,27,3,3292.466,21042,85,2048,1,2047,2047,0,0,0,60156,29362,0,1024,9160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160
sample,28,1,3211.833,21042,86,2048,1,2047,2047,0,0,0,41702,38976,0,1024,13870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870
sample,28,2,3234.265,21042,87,2048,1,2047,2047,0,0,0,41702,38976,0,1024,13870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870
sample,28,3,3196.293,21042,88,2048,1,2047,2047,0,0,0,41702,38976,0,1024,13870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870,13870
sample,29,1,3228.615,21042,89,2048,1,2047,2047,0,0,0,57212,30389,0,1024,15190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190
sample,29,2,3196.985,21042,90,2048,1,2047,2047,0,0,0,57212,30389,0,1024,15190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190
sample,29,3,3225.158,21042,91,2048,1,2047,2047,0,0,0,57212,30389,0,1024,15190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190,15190
sample,30,1,3199.56,21042,92,2048,1,2047,2047,0,0,0,16130,38087,0,1024,11359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359
sample,30,2,3194.731,21042,93,2048,1,2047,2047,0,0,0,16130,38087,0,1024,11359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359
sample,30,3,3196.905,21042,94,2048,1,2047,2047,0,0,0,16130,38087,0,1024,11359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359
sample,31,1,3221.502,21042,95,2048,1,2047,2047,0,0,0,18134,28798,0,899,14406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406
sample,31,2,3253.191,21042,96,2048,1,2047,2047,0,0,0,18134,28798,0,899,14406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406
sample,31,3,3197.456,21042,97,2048,1,2047,2047,0,0,0,18134,28798,0,899,14406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406
sample,32,1,3274.953,21042,98,2048,1,2047,2047,0,0,0,41122,53956,0,1024,10553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553
sample,32,2,3217.304,21042,99,2048,1,2047,2047,0,0,0,41122,53956,0,1024,10553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553
sample,32,3,3231.06,21042,100,2048,1,2047,2047,0,0,0,41122,53956,0,1024,10553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553,10553
sample,33,1,3198.808,21042,101,2048,1,2047,2047,0,0,0,38298,21777,0,1024,12021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021
sample,33,2,3296.343,21042,102,2048,1,2047,2047,0,0,0,38298,21777,0,1024,12021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021
sample,33,3,3201.394,21042,103,2048,1,2047,2047,0,0,0,38298,21777,0,1024,12021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021,12021
sample,34,1,3222.604,21042,104,2048,1,2047,2047,0,0,0,5051,36471,0,1024,12565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565
sample,34,2,3252.32,21042,105,2048,1,2047,2047,0,0,0,5051,36471,0,1024,12565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565
sample,34,3,3198.017,21042,106,2048,1,2047,2047,0,0,0,5051,36471,0,1024,12565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565,12565
sample,35,1,3193.789,21042,107,2048,1,2047,2047,0,0,0,3261,2129,0,1024,10202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202
sample,35,2,3201.023,21042,108,2048,1,2047,2047,0,0,0,3261,2129,0,1024,10202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202
sample,35,3,3226.511,21042,109,2048,1,2047,2047,0,0,0,3261,2129,0,1024,10202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202,10202
sample,36,1,3197.916,21042,110,2048,1,2047,2047,0,0,0,24306,59792,0,1024,7917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917
sample,36,2,3262.74,21042,111,2048,1,2047,2047,0,0,0,24306,59792,0,1024,7917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917
sample,36,3,3216.803,21042,112,2048,1,2047,2047,0,0,0,24306,59792,0,1024,7917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917,7917
sample,37,1,3229.506,21042,113,2048,1,2047,2047,0,0,0,65111,2260,0,1024,6272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272
sample,37,2,3219.638,21042,114,2048,1,2047,2047,0,0,0,65111,2260,0,1024,6272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272
sample,37,3,3217.854,21042,115,2048,1,2047,2047,0,0,0,65111,2260,0,1024,6272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272,6272
sample,38,1,3224.818,21042,116,2048,1,2047,2047,0,0,0,5246,30483,0,1024,15825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825
sample,38,2,3199.66,21042,117,2048,1,2047,2047,0,0,0,5246,30483,0,1024,15825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825
sample,38,3,3231.119,21042,118,2048,1,2047,2047,0,0,0,5246,30483,0,1024,15825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825,15825
sample,39,1,3202.325,21042,119,2048,1,2047,2047,0,0,0,18488,18377,0,1024,11666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666
sample,39,2,3233.545,21042,120,2048,1,2047,2047,0,0,0,18488,18377,0,1024,11666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666
sample,39,3,3196.785,21042,121,2048,1,2047,2047,0,0,0,18488,18377,0,1024,11666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666,11666
sample,40,1,3227.103,21042,122,2048,1,2047,2047,0,0,0,43932,52544,0,1024,4797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797
sample,40,2,3199.641,21042,123,2048,1,2047,2047,0,0,0,43932,52544,0,1024,4797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797
sample,40,3,3292.106,21042,124,2048,1,2047,2047,0,0,0,43932,52544,0,1024,4797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797,4797
sample,41,1,3193.83,21042,125,2048,1,2047,2047,0,0,0,3042,16079,0,1024,11865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865
sample,41,2,3234.175,21042,126,2048,1,2047,2047,0,0,0,3042,16079,0,1024,11865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865
sample,41,3,3230.92,21042,127,2048,1,2047,2047,0,0,0,3042,16079,0,1024,11865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865,11865
sample,42,1,3224.588,21042,128,2048,1,2047,2047,0,0,0,39359,38659,0,1024,11119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119
sample,42,2,3234.266,21042,129,2048,1,2047,2047,0,0,0,39359,38659,0,1024,11119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119
sample,42,3,3190.653,21042,130,2048,1,2047,2047,0,0,0,39359,38659,0,1024,11119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119,11119
sample,43,1,3257.089,21042,131,2048,1,2047,2047,0,0,0,29535,24751,0,895,11780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780
sample,43,2,3222.733,21042,132,2048,1,2047,2047,0,0,0,29535,24751,0,895,11780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780
sample,43,3,3237.803,21042,133,2048,1,2047,2047,0,0,0,29535,24751,0,895,11780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780,11780
sample,44,1,3199.139,21042,134,2048,1,2047,2047,0,0,0,12485,36959,0,1024,9310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310
sample,44,2,3242.902,21042,135,2048,1,2047,2047,0,0,0,12485,36959,0,1024,9310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310
sample,44,3,3223.054,21042,136,2048,1,2047,2047,0,0,0,12485,36959,0,1024,9310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310,9310
sample,45,1,3210.731,21042,137,2048,1,2047,2047,0,0,0,32651,62463,0,1024,11422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422
sample,45,2,3267.519,21042,138,2048,1,2047,2047,0,0,0,32651,62463,0,1024,11422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422
sample,45,3,3190.173,21042,139,2048,1,2047,2047,0,0,0,32651,62463,0,1024,11422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422,11422
sample,46,1,3230.769,21042,140,2048,1,2047,2047,0,0,0,26928,39677,0,895,16535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535
sample,46,2,3199.831,21042,141,2048,1,2047,2047,0,0,0,26928,39677,0,895,16535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535
sample,46,3,3233.053,21042,142,2048,1,2047,2047,0,0,0,26928,39677,0,895,16535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535,16535
sample,47,1,3246.719,21042,143,2048,1,2047,2047,0,0,0,1495,47601,0,1024,9740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740
sample,47,2,3233.474,21042,144,2048,1,2047,2047,0,0,0,1495,47601,0,1024,9740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740,9740
