input_size,sweep_label,strategy_label,sweep_reuse_factor,layer,layer_index,actual_strategy,reuse_factor,config_name,module_name,latency_cycles_min,latency_cycles_max,interval_cycles_min,interval_cycles_max,latency_ms_min,latency_ms_max,interval_ms_min,interval_ms_max,bram_18k,dsp,ff,lut,lut_percent_xcu55c,uram,report_path,sweep_root
256,Resource RF4,Resource,4,conv5,5,Resource,4,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,145,469,145,469,0.00058,0.001876,0.00058,0.001876,8,1280,61693,82708,6.3441948944526265,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,conv6,6,Resource,4,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,65,209,65,209,0.00026,0.000836,0.00026,0.000836,8,1278,61784,82703,6.343811364752087,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF8,Resource,8,conv0,0,Resource,8,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,270401,878801,270401,878801,1.081604,3.515204,1.081604,3.515204,8,40,3442,2633,0.20196674030436917,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv1,1,Resource,8,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,17425,69697,17425,69697,0.0697,0.278788,0.0697,0.278788,8,80,6806,8655,0.663889911634757,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv2,2,Resource,8,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,4625,19653,4625,19653,0.0185,0.078612,0.0185,0.078612,8,240,16621,20624,1.5819833087874324,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv3,3,Resource,8,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,1297,5509,1297,5509,0.005188,0.022036,0.005188,0.022036,8,384,23112,28623,2.1955541237113403,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv4,4,Resource,8,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,401,1701,401,1701,0.001604,0.006804,0.001604,0.006804,8,512,27857,34619,2.6554829405989198,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv5,5,Resource,8,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,145,613,145,613,0.00058,0.002452,0.00058,0.002452,8,640,37855,48676,3.7337383406971036,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,conv6,6,Resource,8,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,65,273,65,273,0.00026,0.001092,0.00026,0.001092,8,639,37892,48673,3.7335082228767797,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF16,Resource,16,conv0,0,Resource,16,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,270401,2095601,270401,2095601,1.081604,8.382404,1.081604,8.382404,2,8,2189,1972,0.15126411389297986,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv1,1,Resource,16,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,17425,108901,17425,108901,0.0697,0.435604,0.0697,0.435604,8,32,4872,6487,0.49759143348060875,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv2,2,Resource,16,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,4625,27745,4625,27745,0.0185,0.11098,0.0185,0.11098,8,120,11541,14053,1.0779485763377517,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv3,3,Resource,16,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,1297,8425,1297,8425,0.005188,0.0337,0.005188,0.0337,8,192,15597,17408,1.335297005400098,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv4,4,Resource,16,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,401,2601,401,2601,0.001604,0.010404,0.001604,0.010404,8,256,17860,19708,1.5117206676485027,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv5,5,Resource,16,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,145,901,145,901,0.00058,0.003604,0.00058,0.003604,8,320,25922,31246,2.3967538046146295,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF16,Resource,16,conv6,6,Resource,16,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,65,401,65,401,0.00026,0.001604,0.00026,0.001604,8,320,25919,31245,2.3966770986745214,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bbab2a8c_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource16_hls_bbab2a8cfb79
256,Resource RF32,Resource,32,conv0,0,Resource,32,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,270401,2095601,270401,2095601,1.081604,8.382404,1.081604,8.382404,2,8,2189,1972,0.15126411389297986,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv1,1,Resource,32,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,17425,187309,17425,187309,0.0697,0.749236,0.0697,0.749236,8,16,4523,5399,0.41413537064310263,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv2,2,Resource,32,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,4625,49709,4625,49709,0.0185,0.198836,0.0185,0.198836,8,48,8640,10925,0.8380123956799215,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv3,3,Resource,32,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,1297,14257,1297,14257,0.005188,0.057028,0.005188,0.057028,8,96,12727,14158,1.0860027000490917,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv4,4,Resource,32,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,401,4401,401,4401,0.001604,0.017604,0.001604,0.017604,8,128,14054,15394,1.1808112420225823,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv5,5,Resource,32,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,145,1441,145,1441,0.00058,0.005764,0.00058,0.005764,8,160,19106,22894,1.756105792832597,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,Resource RF32,Resource,32,conv6,6,Resource,32,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,65,641,65,641,0.00026,0.002564,0.00026,0.002564,8,160,19105,22893,1.756029086892489,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_6b653c3f_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource32_hls_6b653c3fdc27
256,ManualA,ManualA,mixed,conv0,0,Latency,1,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,202803,202803,202800,202800,0.811212,0.811212,0.8112,0.8112,0,53,1950,5034,0.3861377025036819,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
256,ManualA,ManualA,mixed,conv1,1,Latency,1,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,17427,17427,17424,17424,0.069708,0.069708,0.069696,0.069696,0,0,5022,28682,2.2000797741777123,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
256,ManualA,ManualA,mixed,conv2,2,Resource,32,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,4625,49709,4625,49709,0.0185,0.198836,0.0185,0.198836,8,48,8640,10925,0.8380123956799215,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_manualA_manualA_fold0_hls_c73ef690_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_manualA_ad5955bea6e9/hls_sweeps/manualA_hls_c73ef690acf2
