input_size,sweep_label,strategy_label,sweep_reuse_factor,module_group,layer,config_name,module_name,latency_cycles,latency_ms,lut,lut_percent_xcu55c,report_path,sweep_root
256,Resource RF4,Resource,4,Pooling,pool0,config6,pooling2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config6_s,32770,0.13108,1693,0.12986315660284733,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool1,config11,pooling2d_cl_array_array_ap_ufixed_8_2_4_0_0_16u_config11_s,8194,0.032776,2689,0.20626227295041727,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool2,config16,pooling2d_cl_array_array_ap_ufixed_8_3_4_0_0_24u_config16_s,2050,0.0082,3685,0.28266138929798723,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool3,config21,pooling2d_cl_array_array_ap_ufixed_8_4_4_0_0_24u_config21_s,514,0.002056,3681,0.2823545655375552,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool4,config26,pooling2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config26_s,130,0.00052,4677,0.3587536818851252,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool5,config31,pooling2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config31_s,34,0.000136,4675,0.3586002700049092,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Pooling,pool6,config36,pooling2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config36_s,10,4e-05,4669,0.3581400343642612,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,GlobalPool,gap,config37,pooling2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config37_s,1,4e-06,52,0.003988708885616102,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,Dense,output_dense,config39,dense_array_ap_ufixed_32u_array_ap_fixed_22_12_5_3_0_1u_config39_s,9,3.6e-05,1484,0.11383161512027491,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF4,Resource,4,TopOverhead,top_overhead,,top_level_residual,0,0.0,12677,0.9724012027491409,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_c73fa830_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource4_hls_c73fa830e212
256,Resource RF8,Resource,8,Conv,conv0,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,878801,3.515204,2633,0.20196674030436917,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv1,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,69697,0.278788,8655,0.663889911634757,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv2,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,19653,0.078612,20624,1.5819833087874324,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv3,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,5509,0.022036,28623,2.1955541237113403,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv4,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1701,0.006804,34619,2.6554829405989198,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv5,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,613,0.002452,48676,3.7337383406971036,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Conv,conv6,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,273,0.001092,48673,3.7335082228767797,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv0,config2,zeropad2d_cl_array_ap_fixed_1u_array_ap_fixed_16_6_5_3_0_1u_config2_s,70680,0.28272,582,0.044642857142857144,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv1,config7,zeropad2d_cl_array_ap_ufixed_8u_array_ap_ufixed_8_2_4_0_0_8u_config7_s,4367,0.017468,790,0.06059769268532155,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv2,config12,zeropad2d_cl_array_array_ap_ufixed_8_2_4_0_0_16u_config12_s,1167,0.004668,587,0.04502638684339715,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv3,config17,zeropad2d_cl_array_array_ap_ufixed_8_3_4_0_0_24u_config17_s,335,0.00134,487,0.037355792832596955,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv4,config22,zeropad2d_cl_array_array_ap_ufixed_8_4_4_0_0_24u_config22_s,111,0.000444,438,0.03359720176730486,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv5,config27,zeropad2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config27_s,47,0.000188,398,0.03052896416298478,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Padding,pad_conv6,config32,zeropad2d_cl_array_array_ap_ufixed_8_5_4_0_0_32u_config32_s,27,0.000108,378,0.028994845360824743,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act0,relu_config5,relu_array_ap_fixed_8u_array_ap_ufixed_8_2_4_0_0_8u_relu_config5_s,16386,0.065544,1197,0.09181701030927836,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act1,relu_config10,relu_array_ap_fixed_16u_array_ap_ufixed_8_2_4_0_0_16u_relu_config10_s,4098,0.016392,2081,0.15962506136475207,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act2,relu_config15,relu_array_ap_fixed_24u_array_ap_ufixed_8_3_4_0_0_24u_relu_config15_s,1026,0.004104,3109,0.23847876779577812,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act3,relu_config20,relu_array_ap_fixed_24u_array_ap_ufixed_8_4_4_0_0_24u_relu_config20_s,258,0.001032,3105,0.23817194403534608,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act4,relu_config25,relu_array_ap_fixed_32u_array_ap_ufixed_8_5_4_0_0_32u_relu_config25_s,66,0.000264,4101,0.31457106038291605,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
256,Resource RF8,Resource,8,Activation,act5,relu_config30,relu_array_ap_fixed_32u_array_ap_ufixed_8_5_4_0_0_32u_relu_config30_s,18,7.2e-05,4163,0.31932682866961215,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556/fold_0/project/cnn_small_hls_opt_img256_res256_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_9c3f5eed_prj/solution1/syn/report/csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img256/notebook_pruned_qat/res256_layers7_W8A8_P50_RFbase_resource_strategy_from_74abd8967440/hls_sweeps/RFResource8_hls_9c3f5eeda556
