sample_id,class_label,class_name,source_type,app_id,app_name,variant_id,floorplan_id,ro_count,batch_id,config_local,config_global,shell_id,tool_version,bitstream_path,timing_status,lut_count,ff_count,bram_count,dsp_count,validation_status,file_hash,notes
S022,1,standalone,standalone,RO_13250,ro_13250,standalone,FP11,13250,STAND_FP11,7,97,92f55e02,Vivado v.2024.2,config_097/vfpga_c097_0.bin,PASS,48646,15381,34.5,0,PASS,8156bba4dfbc04adf870cf928f982e3ea78f167c138b7b9a7eee9bdd749c0080,
S023,1,standalone,standalone,RO_14000,ro_14000,standalone,FP11,14000,STAND_FP11,8,98,92f55e02,Vivado v.2024.2,config_098/vfpga_c098_0.bin,PASS,50896,15381,34.5,0,PASS,66c0e89170afddecc54b2408a68dc3390509a6f6e26d3c7bec033da2780b6f26,
S024,1,standalone,standalone,RO_14750,ro_14750,standalone,FP11,14750,STAND_FP11,9,99,92f55e02,Vivado v.2024.2,config_099/vfpga_c099_0.bin,PASS,53146,15381,34.5,0,PASS,a288ccd4914a8a1eb2840cab1cc4cc3023da273c95d3f101d4e07ed89f9aeb73,
S025,1,standalone,standalone,RO_15500,ro_15500,standalone,FP11,15500,STAND_FP11,10,100,92f55e02,Vivado v.2024.2,config_100/vfpga_c100_0.bin,PASS,55396,15381,34.5,0,PASS,8528e5be8921cd054a5c36405389c9d6b19591526ab00f016af497906c05df72,
S026,1,standalone,standalone,RO_16250,ro_16250,standalone,FP11,16250,STAND_FP11,11,101,92f55e02,Vivado v.2024.2,config_101/vfpga_c101_0.bin,PASS,57646,15381,34.5,0,PASS,31235c1defd4f55e945c9e5bc4d6bec98c4dfc631fb7eb236fd20c832a48ed8a,
S027,1,standalone,standalone,RO_17000,ro_17000,standalone,FP11,17000,STAND_FP11,12,102,92f55e02,Vivado v.2024.2,config_102/vfpga_c102_0.bin,PASS,59896,15381,34.5,0,PASS,c005422b774d4837320e596019677b829d9c3e76bdb7159d7040577a7cb23c7e,
S028,1,standalone,standalone,RO_17500,ro_17500,standalone,FP11,17500,STAND_FP11,13,103,92f55e02,Vivado v.2024.2,config_103/vfpga_c103_0.bin,PASS,61396,15381,34.5,0,PASS,95bbc6884bd2d2d730ffad25ade1c012a603ccf6a309ad5fc19c46b88b74c426,
S029,1,standalone,standalone,RO_18000,ro_18000,standalone,FP11,18000,STAND_FP11,14,104,92f55e02,Vivado v.2024.2,config_104/vfpga_c104_0.bin,PASS,62896,15381,34.5,0,PASS,6a4c74866868c5f461b78f2cf6a3ef132e7a03fa6d369a55511411ac7727c8ba,
S030,1,standalone,standalone,RO_8000,ro_8000,standalone,FP12,8000,STAND_FP12,0,105,92f55e02,Vivado v.2024.2,config_105/vfpga_c105_0.bin,FAIL,32932,15381,34.5,0,FAIL,3494e0cba629ec884a7b2b03256aaca2cf397cc9b4349a64481e2f65c514a36b,
S031,1,standalone,standalone,RO_8750,ro_8750,standalone,FP12,8750,STAND_FP12,1,106,92f55e02,Vivado v.2024.2,config_106/vfpga_c106_0.bin,FAIL,35182,15381,34.5,0,FAIL,dddf2257714d9a0bf8704dab794390ce4bdac8169732bdd60e1d11306ad78162,
S032,1,standalone,standalone,RO_9500,ro_9500,standalone,FP12,9500,STAND_FP12,2,107,92f55e02,Vivado v.2024.2,config_107/vfpga_c107_0.bin,FAIL,37432,15381,34.5,0,FAIL,d496b5e98393f486608d9c0da262b63d84ce28a545a9b358985e52979248b568,
S033,1,standalone,standalone,RO_10250,ro_10250,standalone,FP12,10250,STAND_FP12,3,108,92f55e02,Vivado v.2024.2,config_108/vfpga_c108_0.bin,FAIL,39682,15381,34.5,0,FAIL,af1f7764db7e977027467b2a503d0b230021564e802249695bb18d4eeb2d4a1a,
S034,1,standalone,standalone,RO_11000,ro_11000,standalone,FP12,11000,STAND_FP12,4,109,92f55e02,Vivado v.2024.2,config_109/vfpga_c109_0.bin,FAIL,41942,15381,34.5,0,FAIL,4af3cd3889d3881e786d23c7378726938560379f52986d99158034c69cedd04d,
S035,1,standalone,standalone,RO_11750,ro_11750,standalone,FP12,11750,STAND_FP12,5,110,92f55e02,Vivado v.2024.2,config_110/vfpga_c110_0.bin,FAIL,44146,15381,34.5,0,FAIL,0ba3395e0c34dbb082f870a056bd6706497a41ae567ad054f15c628289e5f042,
S036,1,standalone,standalone,RO_12500,ro_12500,standalone,FP12,12500,STAND_FP12,6,111,92f55e02,Vivado v.2024.2,config_111/vfpga_c111_0.bin,FAIL,46396,15381,34.5,0,FAIL,95c580f3988cb00c09154be7a4042680ebfb2a1654f5ad6e99c5b7db3e0d81fb,
S037,1,standalone,standalone,RO_13250,ro_13250,standalone,FP12,13250,STAND_FP12,7,112,92f55e02,Vivado v.2024.2,config_112/vfpga_c112_0.bin,FAIL,48646,15381,34.5,0,FAIL,3180d3f62fb66ca4ed5d67eb8d00dd5218d5bf4901bf9cc6ad21c4e1be3dbd28,
S038,1,standalone,standalone,RO_14000,ro_14000,standalone,FP12,14000,STAND_FP12,8,113,92f55e02,Vivado v.2024.2,config_113/vfpga_c113_0.bin,FAIL,50896,15381,34.5,0,FAIL,a139d5eb3e2505c1dc6dfc1fa7c69835881e9ebf249c507632636bb01108d5ae,
S039,1,standalone,standalone,RO_14750,ro_14750,standalone,FP12,14750,STAND_FP12,9,114,92f55e02,Vivado v.2024.2,config_114/vfpga_c114_0.bin,FAIL,53146,15381,34.5,0,FAIL,cf787778320cf418869bf84f26cf99462836401184ea787168f5b7041c585a2b,
S040,1,standalone,standalone,RO_15500,ro_15500,standalone,FP12,15500,STAND_FP12,10,115,92f55e02,Vivado v.2024.2,config_115/vfpga_c115_0.bin,FAIL,55396,15381,34.5,0,FAIL,0b46923c81a914d8a160b084c34c0cb4aa7561ac568ea45522dc18d6f38bcb21,
S041,1,standalone,standalone,RO_16250,ro_16250,standalone,FP12,16250,STAND_FP12,11,116,92f55e02,Vivado v.2024.2,config_116/vfpga_c116_0.bin,FAIL,57646,15381,34.5,0,FAIL,4c7f0da03e35d2d517cd6bad25c267a33a17a029fab8f517a5db50076169cf71,
S042,1,standalone,standalone,RO_17000,ro_17000,standalone,FP12,17000,STAND_FP12,12,117,92f55e02,Vivado v.2024.2,config_117/vfpga_c117_0.bin,FAIL,59896,15381,34.5,0,FAIL,9bfee60e68aaf2cb4d433310bfade11d6e277117edf45fe3440d23366c9da492,
S043,1,standalone,standalone,RO_17500,ro_17500,standalone,FP12,17500,STAND_FP12,13,118,92f55e02,Vivado v.2024.2,config_118/vfpga_c118_0.bin,FAIL,61396,15381,34.5,0,FAIL,5e6d46b40e028f03fa1b0c87f93d522dff7b39428073ebc42154620d7899dc40,
S044,1,standalone,standalone,RO_18000,ro_18000,standalone,FP12,18000,STAND_FP12,14,119,92f55e02,Vivado v.2024.2,config_119/vfpga_c119_0.bin,FAIL,62896,15381,34.5,0,FAIL,c912e2f46bd8c35b28b54d1e372ff2064be4726cf57935a6409c794fac6445f0,
S045,1,standalone,standalone,RO_8000,ro_8000,standalone,FP13,8000,STAND_FP13,0,120,92f55e02,Vivado v.2024.2,config_120/vfpga_c120_0.bin,PASS,32932,15381,34.5,0,PASS,722077aa30446be0a90eb1611c440fba2814a6ec9f28375ce9ea1cd2597e7888,
S046,1,standalone,standalone,RO_8750,ro_8750,standalone,FP13,8750,STAND_FP13,1,121,92f55e02,Vivado v.2024.2,config_121/vfpga_c121_0.bin,PASS,35182,15381,34.5,0,PASS,aad7db19faa7cdfe3db2591f38291aa1428d00e578e4dd8833ef8782c3897263,
S047,1,standalone,standalone,RO_9500,ro_9500,standalone,FP13,9500,STAND_FP13,2,122,92f55e02,Vivado v.2024.2,config_122/vfpga_c122_0.bin,PASS,37432,15381,34.5,0,PASS,2ad04e3aef34694422a7ba0f0f3d013011f4a048a1f3332982beebf51c47d2db,
S048,1,standalone,standalone,RO_10250,ro_10250,standalone,FP13,10250,STAND_FP13,3,123,92f55e02,Vivado v.2024.2,config_123/vfpga_c123_0.bin,PASS,39682,15381,34.5,0,PASS,2ba3cf655420c207ad4964f60a7aa7ce021dcdafc1ad6a7db4f2fd7b4a286c8c,
S049,1,standalone,standalone,RO_11000,ro_11000,standalone,FP13,11000,STAND_FP13,4,124,92f55e02,Vivado v.2024.2,config_124/vfpga_c124_0.bin,PASS,41942,15381,34.5,0,PASS,5e4762e0953639119615423ea33fa3d85bf713b7371a7755ea126f43ea65b755,
S050,1,standalone,standalone,RO_11750,ro_11750,standalone,FP13,11750,STAND_FP13,5,125,92f55e02,Vivado v.2024.2,config_125/vfpga_c125_0.bin,PASS,44146,15381,34.5,0,PASS,57768205d4d9002baaab52941fe65e0b33705f1a25ea2388c33fd7262ccc79b1,
S051,1,standalone,standalone,RO_12500,ro_12500,standalone,FP13,12500,STAND_FP13,6,126,92f55e02,Vivado v.2024.2,config_126/vfpga_c126_0.bin,PASS,46396,15381,34.5,0,PASS,18e672ab77d6d0ea6925818ee5a844ab2868b199770dfc5d81a82a9a78406a83,
S052,1,standalone,standalone,RO_13250,ro_13250,standalone,FP13,13250,STAND_FP13,7,127,92f55e02,Vivado v.2024.2,config_127/vfpga_c127_0.bin,PASS,48646,15381,34.5,0,PASS,b4242fd2c5487a95b2e666134c59033c26940d86dad0fe3b39e08e2aba07d4d5,
S053,1,standalone,standalone,RO_14000,ro_14000,standalone,FP13,14000,STAND_FP13,8,128,92f55e02,Vivado v.2024.2,config_128/vfpga_c128_0.bin,PASS,50896,15381,34.5,0,PASS,0dca11f5d8aeb729eaa91df12c3a6c2e216d8124dfc136d9c22b37e889b6ad10,
S054,1,standalone,standalone,RO_14750,ro_14750,standalone,FP13,14750,STAND_FP13,9,129,92f55e02,Vivado v.2024.2,config_129/vfpga_c129_0.bin,PASS,53146,15381,34.5,0,PASS,07d81075d2b168af4a4bdadb4980de6abe9729d1fa7bdec63e8db353ba327cd0,
S055,1,standalone,standalone,RO_15500,ro_15500,standalone,FP13,15500,STAND_FP13,10,130,92f55e02,Vivado v.2024.2,config_130/vfpga_c130_0.bin,PASS,55396,15381,34.5,0,PASS,1685958134f8ed0604bfd1861d52d22a7d325f3988d6552d518eb3e6f7b158aa,
S056,1,standalone,standalone,RO_16250,ro_16250,standalone,FP13,16250,STAND_FP13,11,131,92f55e02,Vivado v.2024.2,config_131/vfpga_c131_0.bin,PASS,57646,15381,34.5,0,PASS,d03e8388ee1b80a2fe5489adffdb6f0472f8759aba86f3847bc2d2295778115f,
S057,1,standalone,standalone,RO_17000,ro_17000,standalone,FP13,17000,STAND_FP13,12,132,92f55e02,Vivado v.2024.2,config_132/vfpga_c132_0.bin,PASS,59896,15381,34.5,0,PASS,abbb2dbdea19e4d87d65a4ebdea8cc414fd7f7534d3c70347d9f03b5596ae85a,
S058,1,standalone,standalone,RO_17500,ro_17500,standalone,FP13,17500,STAND_FP13,13,133,92f55e02,Vivado v.2024.2,config_133/vfpga_c133_0.bin,PASS,61396,15381,34.5,0,PASS,8495531014eb83b3040d52f29cf4c83f2cdfe7f71e81f64a955ba5399c4c178a,
S059,1,standalone,standalone,RO_18000,ro_18000,standalone,FP13,18000,STAND_FP13,14,134,92f55e02,Vivado v.2024.2,config_134/vfpga_c134_0.bin,PASS,62896,15381,34.5,0,PASS,9dcc4204253ef68d381fcb91c091087f25a17b70bfa12f985a94736dd77f1fcf,
S060,1,standalone,standalone,RO_8000,ro_8000,standalone,FP14,8000,STAND_FP14,0,135,92f55e02,Vivado v.2024.2,config_135/vfpga_c135_0.bin,PASS,32932,15381,34.5,0,PASS,d94b440bf1176eee43c110ab895b1c6573f24a55ceb00eeeb5e8aa40320e2a1b,
S061,1,standalone,standalone,RO_8750,ro_8750,standalone,FP14,8750,STAND_FP14,1,136,92f55e02,Vivado v.2024.2,config_136/vfpga_c136_0.bin,PASS,35182,15381,34.5,0,PASS,0b9574c995776f278a38afbbeabe823e979d997dc1f869c69896f67d8228a119,
S062,1,standalone,standalone,RO_9500,ro_9500,standalone,FP14,9500,STAND_FP14,2,137,92f55e02,Vivado v.2024.2,config_137/vfpga_c137_0.bin,PASS,37432,15381,34.5,0,PASS,b060c83575c3ec158168362c044e2a1691fc9b42ae4aa01b7dbc2edfe5a9cc4b,
S063,1,standalone,standalone,RO_10250,ro_10250,standalone,FP14,10250,STAND_FP14,3,138,92f55e02,Vivado v.2024.2,config_138/vfpga_c138_0.bin,PASS,39682,15381,34.5,0,PASS,8c7b72695dd2a71d1598b5424a6df5d8b423d01a432865493537562d27eb791d,
S064,1,standalone,standalone,RO_11000,ro_11000,standalone,FP14,11000,STAND_FP14,4,139,92f55e02,Vivado v.2024.2,config_139/vfpga_c139_0.bin,PASS,41942,15381,34.5,0,PASS,ec54dfbd3208a7a7c0e9b3634383c92843c42a0542f7a4aa8197ee7da29dc9ec,
S065,1,standalone,standalone,RO_11750,ro_11750,standalone,FP14,11750,STAND_FP14,5,140,92f55e02,Vivado v.2024.2,config_140/vfpga_c140_0.bin,PASS,44146,15381,34.5,0,PASS,c0c06b591500e2b27ef9075b3ec82c1059284f28c366422108a49c5208695c05,
S066,1,standalone,standalone,RO_12500,ro_12500,standalone,FP14,12500,STAND_FP14,6,141,92f55e02,Vivado v.2024.2,config_141/vfpga_c141_0.bin,PASS,46396,15381,34.5,0,PASS,ff39a0b80b24ed4bc8cdb713a8a0852fcaa10e3dd833723e1a361b7809d7dcdf,
S067,1,standalone,standalone,RO_13250,ro_13250,standalone,FP14,13250,STAND_FP14,7,142,92f55e02,Vivado v.2024.2,config_142/vfpga_c142_0.bin,PASS,48646,15381,34.5,0,PASS,03d9d64ffb32f92f36940abb01df883b64596acfc6b84f9734a16944a642201a,
S068,1,standalone,standalone,RO_14000,ro_14000,standalone,FP14,14000,STAND_FP14,8,143,92f55e02,Vivado v.2024.2,config_143/vfpga_c143_0.bin,PASS,50896,15381,34.5,0,PASS,f16885e26f42f3ae45f3403dd3a84f527f6e7bfde68482e275f0e710fcb004e3,
S069,1,standalone,standalone,RO_14750,ro_14750,standalone,FP14,14750,STAND_FP14,9,144,92f55e02,Vivado v.2024.2,config_144/vfpga_c144_0.bin,PASS,53146,15381,34.5,0,PASS,0c6509849e340cb473985d32986863fae81e522cc77a9c889278cc676585fda4,
S070,1,standalone,standalone,RO_15500,ro_15500,standalone,FP14,15500,STAND_FP14,10,145,92f55e02,Vivado v.2024.2,config_145/vfpga_c145_0.bin,PASS,55396,15381,34.5,0,PASS,7990b01d8d4bc19d69d4a4f95883b7f0fd173ad0c5b9aeaadc8f1edb1890a352,
S071,1,standalone,standalone,RO_16250,ro_16250,standalone,FP14,16250,STAND_FP14,11,146,92f55e02,Vivado v.2024.2,config_146/vfpga_c146_0.bin,PASS,57646,15381,34.5,0,PASS,7d4fd5431ba80132e5c7780cbcbcd93588b51a10b4730876b1a63c8175a26196,
S072,1,standalone,standalone,RO_17000,ro_17000,standalone,FP14,17000,STAND_FP14,12,147,92f55e02,Vivado v.2024.2,config_147/vfpga_c147_0.bin,PASS,59896,15381,34.5,0,PASS,8991b6654041af8fca7ab20c688d5ac0d317ee3f60cc68e3b37ccb8b27e22d39,
S073,1,standalone,standalone,RO_17500,ro_17500,standalone,FP14,17500,STAND_FP14,13,148,92f55e02,Vivado v.2024.2,config_148/vfpga_c148_0.bin,PASS,61396,15381,34.5,0,PASS,73d03577bea3c2a7256a7bd08f2e86ba9d584cfccd93d0038861a6b7bf986259,
S074,1,standalone,standalone,RO_18000,ro_18000,standalone,FP14,18000,STAND_FP14,14,149,92f55e02,Vivado v.2024.2,config_149/vfpga_c149_0.bin,FAIL,62896,15381,34.5,0,FAIL,688bee834b3ab7b7a8b25ab1ffad4a1d2e16d56b0b76a17b11f9f461070a020b,
