sample_id,class_label,class_name,source_type,app_id,app_name,variant_id,floorplan_id,ro_count,batch_id,config_local,config_global,shell_id,tool_version,bitstream_path,timing_status,lut_count,ff_count,bram_count,dsp_count,validation_status,file_hash,notes
S020,1,standalone,standalone,RO_4096,ro_4096,standalone,FP01,4096,STAND_FP01,5,95,0ef56b64,Vivado v.2024.2,config_095/vfpga_c095_0.bin,FAIL,21220,15381,34.5,0,FAIL,9ffab11d78fbc1d4eafcb37dc66e58e46116f6ef4db9de708d1eff8b830f0227,
S021,1,standalone,standalone,RO_8192,ro_8192,standalone,FP01,8192,STAND_FP01,6,96,0ef56b64,Vivado v.2024.2,config_096/vfpga_c096_0.bin,FAIL,33508,15381,34.5,0,FAIL,541c35cbdae0f27647eec49d0e2a5c54a6006a39f982e44d9b1af74fe1cf1fec,
S022,1,standalone,standalone,RO_10000,ro_10000,standalone,FP01,10000,STAND_FP01,7,97,0ef56b64,Vivado v.2024.2,config_097/vfpga_c097_0.bin,FAIL,38932,15381,34.5,0,FAIL,076729692fc92191fb54c7b8af6606d67ca9cbad9d6d8017660ec9309633ce8b,
S023,1,standalone,standalone,RO_12000,ro_12000,standalone,FP01,12000,STAND_FP01,8,98,0ef56b64,Vivado v.2024.2,config_098/vfpga_c098_0.bin,FAIL,44896,15381,34.5,0,FAIL,2cc10f90406c87cf57daf8952a720afd793334a75055464ae0618a7e9b9c96ca,
S024,1,standalone,standalone,RO_14000,ro_14000,standalone,FP01,14000,STAND_FP01,9,99,0ef56b64,Vivado v.2024.2,config_099/vfpga_c099_0.bin,FAIL,50896,15381,34.5,0,FAIL,f1f3145d53125b2a0a75dc103f90d3782ea144b75a509fc1bac0ace6dcd3576e,
S025,1,standalone,standalone,RO_16000,ro_16000,standalone,FP01,16000,STAND_FP01,10,100,0ef56b64,Vivado v.2024.2,config_100/vfpga_c100_0.bin,FAIL,56896,15381,34.5,0,FAIL,abb882d703858f7e2bae585b66700c241fde444f73c3c84d2e770cbe4b3b4b4e,
S026,1,standalone,standalone,RO_18000,ro_18000,standalone,FP01,18000,STAND_FP01,11,101,0ef56b64,Vivado v.2024.2,config_101/vfpga_c101_0.bin,FAIL,62896,15381,34.5,0,FAIL,5efae20701e5b8cda1582ee449dd9bab8ccdff8cfa4da29de368a53be814fa77,
S027,1,standalone,standalone,RO_19000,ro_19000,standalone,FP01,19000,STAND_FP01,12,102,0ef56b64,Vivado v.2024.2,config_102/vfpga_c102_0.bin,FAIL,65896,15381,34.5,0,FAIL,5e29a7635ad51c5d238428374d8518b0496ba05874179e3e318ead375807c157,
S028,1,standalone,standalone,RO_20000,ro_20000,standalone,FP01,20000,STAND_FP01,13,103,0ef56b64,Vivado v.2024.2,config_103/vfpga_c103_0.bin,FAIL,68896,15381,34.5,0,FAIL,78ba9cb37cf6844da537d2844bb73e370c47b9404e1c65eabf588d910ba41b29,
S029,1,standalone,standalone,RO_22000,ro_22000,standalone,FP01,22000,STAND_FP01,14,104,0ef56b64,Vivado v.2024.2,config_104/vfpga_c104_0.bin,FAIL,74896,15381,34.5,0,FAIL,4bd8a0a8451daf4c9f147cc86e6a093b3cea0a83a281ea52653ae67b0dfee448,
S030,1,standalone,standalone,RO_0004,ro_0004,standalone,FP02,4,STAND_FP02,0,105,0ef56b64,Vivado v.2024.2,config_105/vfpga_c105_0.bin,PASS,8944,15381,34.5,0,PASS,bb5897bb52c7b61d079d9c7333cbc17555a62316eff310e38e37e5cc5ba476b4,
S031,1,standalone,standalone,RO_0016,ro_0016,standalone,FP02,16,STAND_FP02,1,106,0ef56b64,Vivado v.2024.2,config_106/vfpga_c106_0.bin,PASS,8980,15381,34.5,0,PASS,0fc325a368bc7fc986df809a198fc7914d628c56084f7007a68c2ca021b2f7ff,
S032,1,standalone,standalone,RO_0064,ro_0064,standalone,FP02,64,STAND_FP02,2,107,0ef56b64,Vivado v.2024.2,config_107/vfpga_c107_0.bin,PASS,9124,15381,34.5,0,PASS,ff14af8c48815581dc48858cbca4676ae157ba6149d877e524909d2e101c291c,
S033,1,standalone,standalone,RO_0256,ro_0256,standalone,FP02,256,STAND_FP02,3,108,0ef56b64,Vivado v.2024.2,config_108/vfpga_c108_0.bin,PASS,9700,15381,34.5,0,PASS,287fa85a9110449bac24fca7a1fe338066c50ee50cdfd3ec17b04dae013b7808,
S034,1,standalone,standalone,RO_1024,ro_1024,standalone,FP02,1024,STAND_FP02,4,109,0ef56b64,Vivado v.2024.2,config_109/vfpga_c109_0.bin,PASS,12004,15381,34.5,0,PASS,bb4e3cd2e788d07b875b660752b65e548ee1ed42afecd5f99b06f75c48fed347,
S035,1,standalone,standalone,RO_4096,ro_4096,standalone,FP02,4096,STAND_FP02,5,110,0ef56b64,Vivado v.2024.2,config_110/vfpga_c110_0.bin,PASS,21220,15381,34.5,0,PASS,9b537c468d47c90b994b43060c088195e731137998f3a5757191440487cc38a8,
S036,1,standalone,standalone,RO_8192,ro_8192,standalone,FP02,8192,STAND_FP02,6,111,0ef56b64,Vivado v.2024.2,config_111/vfpga_c111_0.bin,PASS,33508,15381,34.5,0,PASS,579114e5e3c43d7b420c6361d64159ab6a07e42fb2df12f9bb34d119e52fa918,
S037,1,standalone,standalone,RO_10000,ro_10000,standalone,FP02,10000,STAND_FP02,7,112,0ef56b64,Vivado v.2024.2,config_112/vfpga_c112_0.bin,PASS,38932,15381,34.5,0,PASS,2fbb1808b798a65cd7346b6fac8d806df0132bd7d3236808368b432930e363f0,
S038,1,standalone,standalone,RO_12000,ro_12000,standalone,FP02,12000,STAND_FP02,8,113,0ef56b64,Vivado v.2024.2,config_113/vfpga_c113_0.bin,PASS,44896,15381,34.5,0,PASS,a5f4d6a8b0dff0d08f3155941561575ade52999a31511f55a390a8688631643d,
S039,1,standalone,standalone,RO_14000,ro_14000,standalone,FP02,14000,STAND_FP02,9,114,0ef56b64,Vivado v.2024.2,config_114/vfpga_c114_0.bin,PASS,50896,15381,34.5,0,PASS,c04a2d27ee9bc1119f64c5ca9ebb7ea47cf7ffd1323fc6f6f28fd39d6cb076ba,
S040,1,standalone,standalone,RO_16000,ro_16000,standalone,FP02,16000,STAND_FP02,10,115,0ef56b64,Vivado v.2024.2,config_115/vfpga_c115_0.bin,PASS,56896,15381,34.5,0,PASS,e2c8695b45fbaf0833a220117fe09f9bd9d4ea4586909caa5d9035c498030a4b,
S041,1,standalone,standalone,RO_18000,ro_18000,standalone,FP02,18000,STAND_FP02,11,116,0ef56b64,Vivado v.2024.2,config_116/vfpga_c116_0.bin,PASS,62896,15381,34.5,0,PASS,0114c101c774a5e373292b8daf00fde4fc962778c2cd2580bde7813f351aa007,
S042,1,standalone,standalone,RO_19000,ro_19000,standalone,FP02,19000,STAND_FP02,12,117,0ef56b64,Vivado v.2024.2,config_117/vfpga_c117_0.bin,PASS,65896,15381,34.5,0,PASS,231a45d614c945d5b46c29ef842331c4c9746da5dc4f22430138b929a94a93dc,
S043,1,standalone,standalone,RO_20000,ro_20000,standalone,FP02,20000,STAND_FP02,13,118,0ef56b64,Vivado v.2024.2,config_118/vfpga_c118_0.bin,PASS,68896,15381,34.5,0,PASS,a3982276dfb2f1eb6eec7991af35d882727f08a030b4e85f25945bb25674dfc9,
S044,1,standalone,standalone,RO_22000,ro_22000,standalone,FP02,22000,STAND_FP02,14,119,0ef56b64,Vivado v.2024.2,config_119/vfpga_c119_0.bin,PASS,74896,15381,34.5,0,PASS,5225bf3fb1b91287f2b2f37ec42c572ffaac5e013b03c8b5168cb944627a3a4e,
S045,1,standalone,standalone,RO_0004,ro_0004,standalone,FP03,4,STAND_FP03,0,120,0ef56b64,Vivado v.2024.2,config_120/vfpga_c120_0.bin,PASS,8944,15381,34.5,0,PASS,48f4018a7b6f99b1e5b8c94265af88f2c6c413330759b9483daee6d36710bce1,
S046,1,standalone,standalone,RO_0016,ro_0016,standalone,FP03,16,STAND_FP03,1,121,0ef56b64,Vivado v.2024.2,config_121/vfpga_c121_0.bin,PASS,8980,15381,34.5,0,PASS,c88c06fd73eb3195e12fb3dbc50ea999ddeb4cf5ae678e8774df49f209f14044,
S047,1,standalone,standalone,RO_0064,ro_0064,standalone,FP03,64,STAND_FP03,2,122,0ef56b64,Vivado v.2024.2,config_122/vfpga_c122_0.bin,PASS,9124,15381,34.5,0,PASS,4889e4cae812a2686bd3c5b26078615a793ca04a57814cda355058db0caacb88,
S048,1,standalone,standalone,RO_0256,ro_0256,standalone,FP03,256,STAND_FP03,3,123,0ef56b64,Vivado v.2024.2,config_123/vfpga_c123_0.bin,PASS,9700,15381,34.5,0,PASS,207bda25e939d79164c8357b5d9d2bef306af41b27ecaee059451b7ec22c9ead,
S049,1,standalone,standalone,RO_1024,ro_1024,standalone,FP03,1024,STAND_FP03,4,124,0ef56b64,Vivado v.2024.2,config_124/vfpga_c124_0.bin,PASS,12004,15381,34.5,0,PASS,467d219cc67560206eed1b3e267fdaca6e52298c2930a8b9499155039bb10939,
S050,1,standalone,standalone,RO_4096,ro_4096,standalone,FP03,4096,STAND_FP03,5,125,0ef56b64,Vivado v.2024.2,config_125/vfpga_c125_0.bin,PASS,21220,15381,34.5,0,PASS,4ad5b845a1619c383164352e338da0e10def7a3e802be426f33ef556b7f9ef4c,
S051,1,standalone,standalone,RO_8192,ro_8192,standalone,FP03,8192,STAND_FP03,6,126,0ef56b64,Vivado v.2024.2,config_126/vfpga_c126_0.bin,PASS,33508,15381,34.5,0,PASS,6822eafb23b747e9a4ee736f1d88e3f528599133393375ed3b3a205d832d69e5,
S052,1,standalone,standalone,RO_10000,ro_10000,standalone,FP03,10000,STAND_FP03,7,127,0ef56b64,Vivado v.2024.2,config_127/vfpga_c127_0.bin,PASS,38932,15381,34.5,0,PASS,721f872170ef788a0666917727d826b469458f39cb6fa216f45fa540c7cbe417,
S053,1,standalone,standalone,RO_12000,ro_12000,standalone,FP03,12000,STAND_FP03,8,128,0ef56b64,Vivado v.2024.2,config_128/vfpga_c128_0.bin,PASS,44896,15381,34.5,0,PASS,524a0893f1358d07e0e86b52f79182f980fca4a5217636a96438076f533afa6d,
S054,1,standalone,standalone,RO_14000,ro_14000,standalone,FP03,14000,STAND_FP03,9,129,0ef56b64,Vivado v.2024.2,config_129/vfpga_c129_0.bin,PASS,50896,15381,34.5,0,PASS,5a1fa284b0d4b71534cb71f0137e3a5c7fe21c45abc72f270a4ff4d4dd7a10c1,
S055,1,standalone,standalone,RO_16000,ro_16000,standalone,FP03,16000,STAND_FP03,10,130,0ef56b64,Vivado v.2024.2,config_130/vfpga_c130_0.bin,PASS,56896,15381,34.5,0,PASS,b3bb75287eed38de8f5b43da13fb80286bd85280d28352bccedc863fa40a16bb,
S056,1,standalone,standalone,RO_18000,ro_18000,standalone,FP03,18000,STAND_FP03,11,131,0ef56b64,Vivado v.2024.2,config_131/vfpga_c131_0.bin,PASS,62896,15381,34.5,0,PASS,59f96b56974d9571479ec0ecebfb1e3ca83e5511e907fee394b508ca6e6a325d,
S057,1,standalone,standalone,RO_19000,ro_19000,standalone,FP03,19000,STAND_FP03,12,132,0ef56b64,Vivado v.2024.2,config_132/vfpga_c132_0.bin,PASS,65896,15381,34.5,0,PASS,660f6092a36b3dbedc139e6437fcce4655d3a5284a39bec6d45518828062d5a0,
S058,1,standalone,standalone,RO_20000,ro_20000,standalone,FP03,20000,STAND_FP03,13,133,0ef56b64,Vivado v.2024.2,config_133/vfpga_c133_0.bin,PASS,68896,15381,34.5,0,PASS,2f66b74837a648535fd70e02306476521077eefdb648df491b3b9faac938ec7c,
S059,1,standalone,standalone,RO_22000,ro_22000,standalone,FP03,22000,STAND_FP03,14,134,0ef56b64,Vivado v.2024.2,config_134/vfpga_c134_0.bin,PASS,74896,15381,34.5,0,PASS,512b4943920053c4acaefcd6a23cbd4d9017cfc267e7b050837ac83a61682555,
S060,1,standalone,standalone,RO_0004,ro_0004,standalone,FP04,4,STAND_FP04,0,135,0ef56b64,Vivado v.2024.2,config_135/vfpga_c135_0.bin,PASS,8944,15381,34.5,0,PASS,7ad1e7f2c194aee6f39476e79fdf7155be70b3fc3d78e77e983ae66855f342e1,
S061,1,standalone,standalone,RO_0016,ro_0016,standalone,FP04,16,STAND_FP04,1,136,0ef56b64,Vivado v.2024.2,config_136/vfpga_c136_0.bin,PASS,8980,15381,34.5,0,PASS,852539854a7471485d622107eb0f7876cac52b43f01097cd7c9912473290b8b0,
S062,1,standalone,standalone,RO_0064,ro_0064,standalone,FP04,64,STAND_FP04,2,137,0ef56b64,Vivado v.2024.2,config_137/vfpga_c137_0.bin,PASS,9124,15381,34.5,0,PASS,99b0a3826e36934c8a1b0eec935fd0e64bb5e5462ad7e98873d18957b90e29d3,
S063,1,standalone,standalone,RO_0256,ro_0256,standalone,FP04,256,STAND_FP04,3,138,0ef56b64,Vivado v.2024.2,config_138/vfpga_c138_0.bin,PASS,9700,15381,34.5,0,PASS,95c0714392d2c2c42b59ab9cbb18bf41bd17b7d59e4cab80b33892d37a8c6491,
S064,1,standalone,standalone,RO_1024,ro_1024,standalone,FP04,1024,STAND_FP04,4,139,0ef56b64,Vivado v.2024.2,config_139/vfpga_c139_0.bin,PASS,12004,15381,34.5,0,PASS,c113889e270b3554677afa436ab6bc293c68523bf82d44751eae5e3ac17b0926,
S065,1,standalone,standalone,RO_4096,ro_4096,standalone,FP04,4096,STAND_FP04,5,140,0ef56b64,Vivado v.2024.2,config_140/vfpga_c140_0.bin,PASS,21220,15381,34.5,0,PASS,e9c81aa2d558f991a844488e5cc58c987e8f3b67302a114221977b0c9a8bcfc3,
S066,1,standalone,standalone,RO_8192,ro_8192,standalone,FP04,8192,STAND_FP04,6,141,0ef56b64,Vivado v.2024.2,config_141/vfpga_c141_0.bin,PASS,33508,15381,34.5,0,PASS,c09d796d989838d78f214748d8c69d02c1785b10d10c581ce080b561347e508b,
S067,1,standalone,standalone,RO_10000,ro_10000,standalone,FP04,10000,STAND_FP04,7,142,0ef56b64,Vivado v.2024.2,config_142/vfpga_c142_0.bin,PASS,38932,15381,34.5,0,PASS,34965be63410886b25106ef77fb77abf61ae468b83553e64a65bee9bc8b9feba,
S068,1,standalone,standalone,RO_12000,ro_12000,standalone,FP04,12000,STAND_FP04,8,143,0ef56b64,Vivado v.2024.2,config_143/vfpga_c143_0.bin,PASS,44896,15381,34.5,0,PASS,788d04def6b4b76385792ce135c15f75e46bf99a4f170138bc4372340e873aee,
S069,1,standalone,standalone,RO_14000,ro_14000,standalone,FP04,14000,STAND_FP04,9,144,0ef56b64,Vivado v.2024.2,config_144/vfpga_c144_0.bin,PASS,50896,15381,34.5,0,PASS,230faacc6754fb015f273dac82f7026fc561ab6b801bfa2778cfa6e001865afe,
S070,1,standalone,standalone,RO_16000,ro_16000,standalone,FP04,16000,STAND_FP04,10,145,0ef56b64,Vivado v.2024.2,config_145/vfpga_c145_0.bin,PASS,56896,15381,34.5,0,PASS,357cad230cb2fc6c1ee38c3895f02693d44a13045765283cdf98eb3ca40ed736,
S071,1,standalone,standalone,RO_18000,ro_18000,standalone,FP04,18000,STAND_FP04,11,146,0ef56b64,Vivado v.2024.2,config_146/vfpga_c146_0.bin,FAIL,62896,15381,34.5,0,FAIL,3dc71779ab5fada46f2198663103fdeede8b76e7dde7b5ebf9bc40a62a8be3a7,
S072,1,standalone,standalone,RO_19000,ro_19000,standalone,FP04,19000,STAND_FP04,12,147,0ef56b64,Vivado v.2024.2,config_147/vfpga_c147_0.bin,PASS,65896,15381,34.5,0,PASS,3a02720c99d8b2582e464893a9f81da885ab350cebfbffa6ff8a8a28ecb8fd26,
S073,1,standalone,standalone,RO_20000,ro_20000,standalone,FP04,20000,STAND_FP04,13,148,0ef56b64,Vivado v.2024.2,config_148/vfpga_c148_0.bin,PASS,68896,15381,34.5,0,PASS,2e724d3d0efd49388d666e442be84ecddb13f6da7d2217f3101da96b25238df4,
S074,1,standalone,standalone,RO_22000,ro_22000,standalone,FP04,22000,STAND_FP04,14,149,0ef56b64,Vivado v.2024.2,config_149/vfpga_c149_0.bin,PASS,74896,15381,34.5,0,PASS,c5da0738f73f833bd4ba645abbb9d50479fa0eb9847faa8081f05ebb977eb0e2,
